name,affiliation,activityType,date,dataName,dataType,price,device
Jessie,CJ올리브네트웍스,수정,20181122,data_767,위치데이터,1475648,캐시비
Mercedes,삼성SDS,구매,20160514,data_770,의료데이터,1343149,페이션트모니터
Cora,CJ올리브네트웍스,수정,20170317,data_349,의료데이터,1029654,페이션트모니터
Electa,SK텔레콤,출판,20170711,data_870,음성데이터,1140900,AI스피커
Fannie,한국개발연구원,구매,20160129,data_346,음성데이터,1328959,AI스피커
Etta,국민건강보험공단,수정,20170217,data_663,음성데이터,1587502,스마트워치
Maggie,NHN,출판,20170629,data_396,의료데이터,1765693,AI스피커
Josephine,한국개발연구원,판매,20180119,data_712,음성데이터,1905645,AI스피커
Susie,SK텔레콤,수정,20180530,data_562,음성데이터,1398597,스마트워치
Nonie,한국과학기술정보연구원,출판,20181206,data_218,음성데이터,1994012,AI스피커
Clyda,AWS,판매,20170906,data_290,위치데이터,1119452,T머니
Caroline,AWS,출판,20170409,data_139,건강데이터,1489693,AI스피커
Alma,국립중앙의료원,수정,20171214,data_615,건강데이터,1386412,스마트워치
Julia,과학기술정책연구원,수정,20181230,data_814,위치데이터,1180346,삼성페이
Dinah,대한법률구조공단,수정,20170920,data_769,의료데이터,1685151,페이션트모니터
Nealie,지하철공사,수정,20170625,data_325,의료데이터,1354061,스마트워치
Belle,한국데이터진흥원,수정,20181002,data_907,의료데이터,1677780,스마트워치
Magaret,국립중앙의료원,수정,20160125,data_386,음성데이터,1703589,스마트워치
Etta,고려대학교,구매,20170827,data_103,위치데이터,1818681,삼성페이
Julia,CJ올리브네트웍스,구매,20160411,data_775,건강데이터,1111146,스마트워치
Emma,상명대학교,수정,20170214,data_168,위치데이터,1068281,삼성페이
Addie,삼성SDS,출판,20170404,data_695,건강데이터,1136253,AI스피커
Emma,안랩,수정,20160713,data_858,위치데이터,1907856,T머니
Clyda,국민건강보험공단,판매,20171001,data_799,음성데이터,1651375,스마트워치
Laura,정보통신산업진흥원,수정,20180321,data_429,음성데이터,1543167,스마트워치
Mercedes,한국연구재단,수정,20170614,data_672,건강데이터,1112593,AI스피커
Virginia,SK텔레콤,구매,20180626,data_112,음성데이터,1179877,스마트워치
Lula,정보통신산업진흥원,출판,20160731,data_488,위치데이터,1200339,캐시비
Lena,국립중앙의료원,수정,20161001,data_350,음성데이터,1313365,스마트워치
Theo,고려대학교,수정,20181208,data_647,음성데이터,1132267,스마트워치
Electa,국립중앙의료원,출판,20160928,data_217,건강데이터,1816066,스마트워치
Ednah,한국보건산업진흥원,수정,20160328,data_939,위치데이터,1067224,레일플러스
Agens,상명대학교,수정,20180117,data_930,위치데이터,1517618,레일플러스
Lillian,한국개발연구원,수정,20170516,data_340,의료데이터,1072128,스마트워치
Rella,한국과학기술정보연구원,출판,20180412,data_591,위치데이터,1824082,캐시비
Blanche,한국인터넷진흥원,수정,20160408,data_496,건강데이터,1499746,스마트워치
Jessie,고려대학교,판매,20170210,data_575,의료데이터,1818792,AI스피커
Lucy,대한법률구조공단,구매,20170419,data_755,음성데이터,1974408,스마트워치
Alice,숙명여자대학교,구매,20171002,data_279,음성데이터,1468794,스마트워치
Osa,대한법률구조공단,구매,20170626,data_539,위치데이터,1912691,레일플러스
Alma,정보통신산업진흥원,구매,20180310,data_828,건강데이터,1744397,AI스피커
Melva,CJ올리브네트웍스,판매,20180414,data_720,위치데이터,1660314,캐시비
Flora,CJ올리브네트웍스,구매,20180808,data_992,위치데이터,1289659,삼성페이
Virginia,지하철공사,출판,20180411,data_952,음성데이터,1811346,스마트워치
Elizabeth,안랩,수정,20161119,data_236,건강데이터,1190569,스마트워치
Susie,국립중앙의료원,구매,20180324,data_703,음성데이터,1289381,AI스피커
Joella,한국보건산업진흥원,출판,20170310,data_343,건강데이터,1620108,AI스피커
Lillian,대한법률구조공단,판매,20161029,data_787,위치데이터,1325475,T머니
Effie,안랩,수정,20180714,data_865,건강데이터,1489454,스마트워치
Lanie,삼성SDS,구매,20170214,data_884,위치데이터,1109060,T머니
Maud,숙명여자대학교,출판,20171111,data_180,음성데이터,1318031,AI스피커
Belle,한국데이터진흥원,수정,20170521,data_898,위치데이터,1061478,레일플러스
Mima,한국과학기술정보연구원,수정,20161030,data_752,건강데이터,1482174,스마트워치
Nannie,한국과학기술정보연구원,구매,20180707,data_942,의료데이터,1571372,스마트워치
Addie,국립중앙의료원,수정,20180702,data_606,건강데이터,1821725,스마트워치
Sallie,안랩,판매,20171203,data_922,건강데이터,1828381,AI스피커
Erie,한국연구재단,구매,20170303,data_422,의료데이터,1891713,스마트워치
Bama,국립중앙의료원,판매,20180804,data_249,의료데이터,1711288,페이션트모니터
Maud,안랩,수정,20180416,data_304,음성데이터,1044160,스마트워치
Elizabeth,과학기술정책연구원,출판,20160108,data_537,음성데이터,1758716,AI스피커
Susie,한국과학기술정보연구원,수정,20170617,data_938,의료데이터,1369354,페이션트모니터
Tilda,한국인터넷진흥원,수정,20170624,data_545,위치데이터,1716916,삼성페이
Ella,한국인터넷진흥원,수정,20170829,data_500,음성데이터,1464304,스마트워치
Mary,지하철공사,판매,20160313,data_414,건강데이터,1542795,스마트워치
Claudine,한국보건산업진흥원,출판,20170106,data_700,위치데이터,1922754,캐시비
Laura,SK텔레콤,판매,20171206,data_496,음성데이터,1417922,AI스피커
Clyda,정보통신산업진흥원,출판,20161025,data_240,음성데이터,1154018,AI스피커
Virginia,숙명여자대학교,구매,20160306,data_236,위치데이터,1710221,레일플러스
Dinah,과학기술정책연구원,출판,20170109,data_760,의료데이터,1078879,스마트워치
Dee,안랩,수정,20160328,data_315,의료데이터,1568413,스마트워치
Laura,고려대학교,수정,20161108,data_606,음성데이터,1367035,스마트워치
Josephine,한국데이터진흥원,판매,20160703,data_870,의료데이터,1691622,AI스피커
Etta,한국보건산업진흥원,구매,20170205,data_717,건강데이터,1085611,스마트워치
Caroline,한국개발연구원,구매,20171120,data_124,음성데이터,1496776,스마트워치
Claudine,숙명여자대학교,출판,20170617,data_769,의료데이터,1186612,스마트워치
Ella,SK텔레콤,구매,20180126,data_862,건강데이터,1229863,스마트워치
Claudine,국민건강보험공단,판매,20170705,data_255,건강데이터,1729110,스마트워치
Faith,한국연구재단,구매,20170603,data_459,건강데이터,1214360,AI스피커
Anna,NHN,출판,20171102,data_799,위치데이터,1077741,캐시비
Hessie,한국보건산업진흥원,수정,20180115,data_173,건강데이터,1617825,스마트워치
Jane,한국데이터진흥원,수정,20170304,data_722,음성데이터,1866193,스마트워치
Ella,상명대학교,판매,20181005,data_620,건강데이터,1072699,AI스피커
Dinah,한국데이터진흥원,수정,20170518,data_235,건강데이터,1533166,스마트워치
Alverta,한국연구재단,판매,20170701,data_750,위치데이터,1868809,T머니
Clyda,안랩,구매,20160402,data_493,건강데이터,1706729,스마트워치
Laura,SK텔레콤,판매,20170825,data_613,건강데이터,1004299,AI스피커
Alma,건강보험심사평가원,출판,20160623,data_893,건강데이터,1486195,AI스피커
Alice,건강보험심사평가원,출판,20160905,data_685,음성데이터,1092550,AI스피커
Evaline,정보통신산업진흥원,구매,20180816,data_519,건강데이터,1345002,스마트워치
Caroline,지하철공사,구매,20180820,data_348,위치데이터,1159115,캐시비
Nannie,삼성SDS,출판,20160511,data_683,의료데이터,1539310,AI스피커
Jane,지하철공사,구매,20170904,data_270,위치데이터,1531505,T머니
Theo,대한법률구조공단,수정,20181024,data_977,건강데이터,1321509,스마트워치
Daisy,한국개발연구원,판매,20160210,data_564,음성데이터,1529647,AI스피커
Maud,숙명여자대학교,구매,20180813,data_848,위치데이터,1979865,삼성페이
Emma,국립중앙의료원,출판,20160710,data_820,건강데이터,1789260,AI스피커
Alverta,삼성SDS,수정,20160109,data_691,위치데이터,1885615,T머니
Theo,정보통신산업진흥원,판매,20181024,data_197,음성데이터,1458962,스마트워치
Katherine,삼성SDS,판매,20180820,data_668,위치데이터,1650135,레일플러스
Jenette,한국보건산업진흥원,출판,20181221,data_782,음성데이터,1695739,스마트워치
Nancy,숙명여자대학교,수정,20170122,data_348,음성데이터,1557638,AI스피커
Jenette,정보통신산업진흥원,판매,20170919,data_886,음성데이터,1212035,스마트워치
Katherine,한국보건산업진흥원,구매,20170419,data_223,음성데이터,1778462,스마트워치
Etta,한국보건산업진흥원,판매,20180515,data_914,의료데이터,1487577,AI스피커
Jessie,숙명여자대학교,판매,20180629,data_340,음성데이터,1035142,AI스피커
Melva,SK텔레콤,구매,20180801,data_636,건강데이터,1834140,스마트워치
Bama,안랩,판매,20160518,data_992,건강데이터,1419046,AI스피커
Erie,한국연구재단,수정,20160731,data_139,위치데이터,1074181,캐시비
Mary,한국개발연구원,판매,20170829,data_265,음성데이터,1055834,AI스피커
Georgia,한국개발연구원,수정,20161229,data_551,의료데이터,1466960,페이션트모니터
Eliza,건강보험심사평가원,구매,20171103,data_790,위치데이터,1332095,레일플러스
May,한국보건산업진흥원,판매,20171205,data_650,의료데이터,1469785,페이션트모니터
Maggie,한국과학기술정보연구원,출판,20181128,data_635,의료데이터,1188581,AI스피커
Claudine,한국과학기술정보연구원,출판,20161206,data_769,음성데이터,1893633,스마트워치
Etta,고려대학교,수정,20161207,data_709,건강데이터,1289749,AI스피커
Melva,상명대학교,수정,20180819,data_535,건강데이터,1898894,스마트워치
Elizabeth,한국데이터진흥원,출판,20180621,data_105,음성데이터,1051737,AI스피커
Rella,한국데이터진흥원,수정,20161212,data_789,음성데이터,1395604,AI스피커
Clyda,AWS,수정,20170411,data_285,음성데이터,1355149,스마트워치
Ednah,한국연구재단,수정,20170718,data_667,의료데이터,1643451,AI스피커
Viva,NHN,수정,20180324,data_671,의료데이터,1943293,스마트워치
Bama,정보통신산업진흥원,수정,20160718,data_468,건강데이터,1279138,AI스피커
Rella,한국데이터진흥원,판매,20170528,data_319,위치데이터,1498550,레일플러스
Susie,AWS,수정,20160121,data_927,건강데이터,1982327,스마트워치
Stella,한국보건산업진흥원,판매,20171210,data_963,의료데이터,1463683,페이션트모니터
Neppie,국민건강보험공단,출판,20160227,data_997,위치데이터,1532212,T머니
Amanda,국민건강보험공단,구매,20170926,data_522,의료데이터,1298595,스마트워치
Alverta,안랩,판매,20160429,data_597,음성데이터,1362161,AI스피커
Theo,대한법률구조공단,수정,20180324,data_453,의료데이터,1744810,페이션트모니터
Jessie,한국보건산업진흥원,수정,20161012,data_583,건강데이터,1593101,스마트워치
Rella,고려대학교,수정,20180115,data_529,음성데이터,1704932,스마트워치
Cherry,대한법률구조공단,구매,20181003,data_700,위치데이터,1173191,T머니
Faith,국립중앙의료원,구매,20180917,data_532,의료데이터,1914862,스마트워치
Rosanna,CJ올리브네트웍스,출판,20161017,data_408,위치데이터,1184218,T머니
Carey,건강보험심사평가원,판매,20161217,data_546,음성데이터,1938111,AI스피커
Lula,건강보험심사평가원,출판,20180906,data_197,음성데이터,1746230,AI스피커
Nettie,국립중앙의료원,출판,20161017,data_289,음성데이터,1407434,AI스피커
Theo,한국데이터진흥원,출판,20170117,data_394,위치데이터,1926783,레일플러스
Pearl,한국보건산업진흥원,수정,20171120,data_531,음성데이터,1709505,AI스피커
Liller,삼성SDS,구매,20180506,data_816,위치데이터,1323534,캐시비
Josephine,SK텔레콤,판매,20181110,data_304,위치데이터,1684745,캐시비
Effie,한국인터넷진흥원,판매,20181225,data_742,위치데이터,1401572,T머니
Nonie,AWS,구매,20160321,data_292,의료데이터,1567380,AI스피커
Etta,한국데이터진흥원,판매,20180418,data_120,음성데이터,1020946,스마트워치
Viva,한국과학기술정보연구원,출판,20160305,data_444,음성데이터,1763392,AI스피커
Nolla,한국연구재단,구매,20180330,data_807,의료데이터,1442455,페이션트모니터
Alice,SK텔레콤,수정,20180627,data_917,위치데이터,1716480,캐시비
Agens,국립중앙의료원,출판,20180705,data_770,의료데이터,1352951,AI스피커
Evaline,국민건강보험공단,구매,20160522,data_194,위치데이터,1160798,레일플러스
Claudine,대한법률구조공단,수정,20180514,data_546,위치데이터,1613544,삼성페이
Theo,한국데이터진흥원,출판,20170713,data_544,의료데이터,1164675,스마트워치
Maggie,한국과학기술정보연구원,출판,20160916,data_939,건강데이터,1886781,AI스피커
Nolla,한국인터넷진흥원,출판,20180216,data_754,위치데이터,1649012,삼성페이
Lanie,한국개발연구원,수정,20170910,data_599,위치데이터,1532339,T머니
Susie,과학기술정책연구원,판매,20170607,data_962,위치데이터,1634896,레일플러스
Lula,대한법률구조공단,출판,20170327,data_555,건강데이터,1177020,AI스피커
May,상명대학교,수정,20160404,data_176,의료데이터,1917392,페이션트모니터
Maud,CJ올리브네트웍스,판매,20160801,data_554,건강데이터,1205272,AI스피커
Eva,AWS,판매,20170413,data_407,위치데이터,1177437,캐시비
Yetta,한국개발연구원,판매,20180329,data_299,의료데이터,1730364,AI스피커
Sallie,삼성SDS,판매,20170203,data_486,건강데이터,1655094,AI스피커
Nonie,AWS,출판,20170712,data_607,의료데이터,1977665,페이션트모니터
Erie,국립중앙의료원,구매,20161128,data_102,건강데이터,1250570,AI스피커
Sarah,대한법률구조공단,판매,20161119,data_814,의료데이터,1948871,스마트워치
Jenette,한국데이터진흥원,출판,20180907,data_813,음성데이터,1484571,AI스피커
Alverta,국립중앙의료원,출판,20160617,data_612,건강데이터,1480009,AI스피커
Sallie,한국과학기술정보연구원,수정,20180511,data_718,음성데이터,1098938,스마트워치
Mai,안랩,구매,20160619,data_334,건강데이터,1671992,AI스피커
Evaline,한국과학기술정보연구원,구매,20181022,data_102,의료데이터,1921957,페이션트모니터
Eliza,정보통신산업진흥원,판매,20160711,data_987,음성데이터,1128830,스마트워치
Ella,CJ올리브네트웍스,출판,20181108,data_715,의료데이터,1733995,AI스피커
Yetta,건강보험심사평가원,출판,20180222,data_698,음성데이터,1790738,스마트워치
Effie,NHN,출판,20160907,data_554,건강데이터,1214500,AI스피커
Martha,상명대학교,판매,20170828,data_909,의료데이터,1505401,스마트워치
Eliza,국립중앙의료원,판매,20181205,data_441,위치데이터,1095407,T머니
Nolla,건강보험심사평가원,구매,20170630,data_930,의료데이터,1287831,페이션트모니터
Bama,고려대학교,수정,20161022,data_352,의료데이터,1700155,AI스피커
Onie,지하철공사,판매,20160210,data_215,음성데이터,1700327,스마트워치
Nannie,국립중앙의료원,출판,20160104,data_133,의료데이터,1037351,AI스피커
Ella,한국개발연구원,판매,20160529,data_271,건강데이터,1399088,스마트워치
May,국립중앙의료원,판매,20171116,data_164,위치데이터,1662723,삼성페이
Sadie,국민건강보험공단,출판,20160824,data_739,음성데이터,1821116,AI스피커
Agens,SK텔레콤,구매,20161026,data_895,건강데이터,1796079,스마트워치
Lena,과학기술정책연구원,판매,20171227,data_314,위치데이터,1817132,레일플러스
Amanda,안랩,구매,20181207,data_850,위치데이터,1939002,T머니
Minnie,한국데이터진흥원,출판,20170608,data_751,위치데이터,1653864,캐시비
Maggie,고려대학교,수정,20160207,data_260,음성데이터,1235869,AI스피커
Laura,AWS,구매,20170812,data_749,위치데이터,1174886,T머니
Eva,한국과학기술정보연구원,수정,20160615,data_975,음성데이터,1656737,AI스피커
Susie,한국개발연구원,수정,20160817,data_331,위치데이터,1432088,레일플러스
Stella,AWS,판매,20160717,data_615,위치데이터,1609230,삼성페이
Cora,AWS,판매,20171122,data_546,의료데이터,1434206,페이션트모니터
Jessie,CJ올리브네트웍스,수정,20171112,data_260,위치데이터,1048007,삼성페이
Olie,SK텔레콤,출판,20181127,data_287,의료데이터,1060470,스마트워치
Neppie,한국과학기술정보연구원,판매,20160217,data_344,음성데이터,1584822,AI스피커
Pearl,국립중앙의료원,수정,20170221,data_293,음성데이터,1241243,스마트워치
Maud,한국연구재단,출판,20160116,data_665,의료데이터,1723450,페이션트모니터
Josephine,SK텔레콤,구매,20180612,data_459,위치데이터,1294778,캐시비
Alverta,고려대학교,출판,20160603,data_204,위치데이터,1683903,캐시비
Erie,한국연구재단,수정,20180316,data_461,음성데이터,1183721,스마트워치
Mamie,과학기술정책연구원,판매,20160912,data_533,음성데이터,1079560,스마트워치
Osa,CJ올리브네트웍스,수정,20181215,data_731,의료데이터,1100614,페이션트모니터
Cora,고려대학교,출판,20171123,data_169,건강데이터,1849709,스마트워치
Laura,한국데이터진흥원,출판,20181008,data_223,건강데이터,1588793,스마트워치
Mercedes,정보통신산업진흥원,판매,20181204,data_747,위치데이터,1179057,캐시비
Sadie,한국인터넷진흥원,출판,20160308,data_620,의료데이터,1413234,페이션트모니터
May,AWS,판매,20180324,data_512,음성데이터,1945924,AI스피커
Stella,삼성SDS,구매,20170315,data_726,위치데이터,1316847,레일플러스
Lucy,SK텔레콤,구매,20160115,data_657,음성데이터,1245389,AI스피커
Onie,과학기술정책연구원,판매,20171018,data_274,음성데이터,1073276,스마트워치
Mamie,한국연구재단,수정,20180331,data_856,의료데이터,1060029,AI스피커
Onie,고려대학교,구매,20180921,data_505,음성데이터,1964094,AI스피커
Olie,CJ올리브네트웍스,판매,20181030,data_638,의료데이터,1950673,페이션트모니터
Rella,CJ올리브네트웍스,수정,20181112,data_712,의료데이터,1834268,AI스피커
Yetta,AWS,수정,20160319,data_902,음성데이터,1572645,스마트워치
Addie,과학기술정책연구원,판매,20180507,data_980,의료데이터,1060008,스마트워치
Mollie,정보통신산업진흥원,판매,20160910,data_475,의료데이터,1331813,AI스피커
Emily,과학기술정책연구원,구매,20160724,data_201,음성데이터,1445283,AI스피커
Ella,과학기술정책연구원,구매,20170915,data_832,건강데이터,1773615,스마트워치
Rosanna,대한법률구조공단,구매,20180310,data_223,위치데이터,1785108,T머니
Magaret,한국보건산업진흥원,구매,20170524,data_524,의료데이터,1909959,스마트워치
Rosanna,한국인터넷진흥원,출판,20161002,data_695,음성데이터,1853351,스마트워치
Sallie,국립중앙의료원,출판,20170310,data_294,위치데이터,1589028,삼성페이
Jessie,SK텔레콤,수정,20180206,data_348,의료데이터,1100245,AI스피커
Leo,한국인터넷진흥원,구매,20171113,data_890,건강데이터,1480207,AI스피커
Hessie,정보통신산업진흥원,출판,20160913,data_441,위치데이터,1143352,삼성페이
Mamie,정보통신산업진흥원,수정,20171113,data_210,위치데이터,1696894,레일플러스
Cherry,국립중앙의료원,판매,20170916,data_380,건강데이터,1245499,스마트워치
Nettie,CJ올리브네트웍스,수정,20180402,data_568,건강데이터,1930340,AI스피커
Sarah,CJ올리브네트웍스,구매,20181030,data_975,건강데이터,1773461,스마트워치
Katherine,삼성SDS,판매,20170330,data_429,의료데이터,1132288,페이션트모니터
Josephine,한국데이터진흥원,구매,20160422,data_747,의료데이터,1643415,AI스피커
Pearl,한국과학기술정보연구원,수정,20160316,data_896,위치데이터,1304742,삼성페이
Electa,한국보건산업진흥원,판매,20180730,data_662,건강데이터,1724938,스마트워치
Caroline,한국과학기술정보연구원,판매,20181123,data_452,건강데이터,1555022,스마트워치
Faith,한국인터넷진흥원,구매,20170801,data_536,음성데이터,1944935,AI스피커
Jane,지하철공사,출판,20171201,data_454,위치데이터,1856311,캐시비
Dee,삼성SDS,판매,20180122,data_950,건강데이터,1861842,스마트워치
Maud,AWS,수정,20180201,data_784,위치데이터,1242805,캐시비
Mercedes,건강보험심사평가원,구매,20160512,data_532,의료데이터,1146775,AI스피커
Mai,국민건강보험공단,판매,20170212,data_277,건강데이터,1925053,AI스피커
Elizabeth,안랩,판매,20160229,data_452,위치데이터,1941220,삼성페이
Katherine,한국연구재단,판매,20160225,data_638,음성데이터,1079184,스마트워치
Minnie,AWS,구매,20180716,data_728,위치데이터,1068115,캐시비
Jessie,안랩,출판,20160709,data_800,위치데이터,1627055,캐시비
Nannie,건강보험심사평가원,출판,20181007,data_540,의료데이터,1800913,AI스피커
Osa,한국과학기술정보연구원,수정,20171027,data_276,의료데이터,1570630,스마트워치
Eva,한국보건산업진흥원,수정,20160906,data_748,의료데이터,1951811,AI스피커
Leo,한국데이터진흥원,출판,20180318,data_896,의료데이터,1692630,페이션트모니터
Mercedes,국민건강보험공단,수정,20161021,data_815,건강데이터,1827899,AI스피커
Eva,고려대학교,출판,20180425,data_757,건강데이터,1104503,스마트워치
Maud,SK텔레콤,출판,20160303,data_264,음성데이터,1560211,스마트워치
Joella,삼성SDS,판매,20171130,data_272,음성데이터,1649452,스마트워치
Flora,정보통신산업진흥원,출판,20170504,data_701,건강데이터,1295848,스마트워치
Melva,건강보험심사평가원,판매,20181030,data_119,의료데이터,1471171,페이션트모니터
Jessie,안랩,구매,20181010,data_250,위치데이터,1158166,T머니
Mima,AWS,구매,20170615,data_291,의료데이터,1498072,스마트워치
Yetta,삼성SDS,판매,20160817,data_324,의료데이터,1968505,페이션트모니터
Dee,대한법률구조공단,출판,20171108,data_434,위치데이터,1577242,레일플러스
Magaret,국민건강보험공단,출판,20160426,data_217,건강데이터,1348811,AI스피커
Joella,삼성SDS,출판,20170905,data_749,위치데이터,1787060,캐시비
Jenette,지하철공사,판매,20180409,data_846,음성데이터,1309858,AI스피커
Ella,상명대학교,출판,20180128,data_885,의료데이터,1581847,페이션트모니터
Ednah,NHN,출판,20160723,data_486,건강데이터,1406144,스마트워치
Belle,한국데이터진흥원,판매,20171120,data_586,음성데이터,1715142,AI스피커
Agens,국립중앙의료원,판매,20160801,data_391,위치데이터,1223348,삼성페이
Etta,한국과학기술정보연구원,수정,20180419,data_602,의료데이터,1651727,스마트워치
Leo,국립중앙의료원,판매,20181207,data_267,음성데이터,1941310,AI스피커
Alice,숙명여자대학교,출판,20170814,data_177,의료데이터,1038568,스마트워치
Sarah,AWS,구매,20180820,data_933,의료데이터,1663688,페이션트모니터
Magaret,AWS,구매,20170412,data_910,의료데이터,1225361,스마트워치
Jenette,숙명여자대학교,구매,20180112,data_582,위치데이터,1314959,레일플러스
Nonie,SK텔레콤,구매,20160603,data_813,위치데이터,1436232,레일플러스
Rella,고려대학교,구매,20170710,data_768,건강데이터,1464440,AI스피커
Alma,숙명여자대학교,출판,20160629,data_418,의료데이터,1876886,AI스피커
Liller,삼성SDS,판매,20170821,data_260,건강데이터,1157509,AI스피커
Addie,한국인터넷진흥원,출판,20180321,data_166,위치데이터,1827389,T머니
Mollie,한국과학기술정보연구원,수정,20170823,data_800,의료데이터,1259096,페이션트모니터
Nancy,국립중앙의료원,판매,20170504,data_338,위치데이터,1033200,레일플러스
Anna,상명대학교,수정,20170224,data_388,음성데이터,1567028,스마트워치
Mollie,AWS,출판,20180109,data_348,위치데이터,1151359,T머니
Bama,국민건강보험공단,출판,20160603,data_289,음성데이터,1977965,AI스피커
Nonie,지하철공사,수정,20170708,data_246,위치데이터,1336228,캐시비
Jessie,국립중앙의료원,수정,20170814,data_979,건강데이터,1107756,AI스피커
Theo,지하철공사,구매,20160830,data_762,음성데이터,1396160,스마트워치
Jessie,AWS,구매,20180327,data_512,음성데이터,1803782,스마트워치
Sadie,안랩,구매,20161110,data_610,음성데이터,1718999,AI스피커
Susie,고려대학교,판매,20180814,data_477,의료데이터,1786264,페이션트모니터
Mima,대한법률구조공단,수정,20161012,data_247,건강데이터,1945957,스마트워치
Alice,대한법률구조공단,구매,20160105,data_372,위치데이터,1332494,캐시비
Olie,AWS,판매,20180323,data_496,음성데이터,1684736,AI스피커
Melva,대한법률구조공단,판매,20160703,data_512,위치데이터,1628342,삼성페이
Onie,한국보건산업진흥원,판매,20180408,data_884,의료데이터,1880639,스마트워치
Osa,국립중앙의료원,출판,20170929,data_467,위치데이터,1457668,삼성페이
Sarah,정보통신산업진흥원,구매,20160205,data_619,의료데이터,1422661,페이션트모니터
Faith,과학기술정책연구원,판매,20170811,data_502,음성데이터,1695247,스마트워치
Etta,SK텔레콤,출판,20160707,data_717,음성데이터,1745840,스마트워치
Mima,지하철공사,출판,20171029,data_435,건강데이터,1199131,스마트워치
Leo,한국과학기술정보연구원,판매,20170328,data_909,의료데이터,1140810,AI스피커
Virginia,한국인터넷진흥원,출판,20180707,data_253,의료데이터,1497661,페이션트모니터
Nealie,정보통신산업진흥원,구매,20170814,data_902,위치데이터,1098815,T머니
Emma,CJ올리브네트웍스,출판,20171011,data_829,의료데이터,1000247,페이션트모니터
Theo,안랩,수정,20180725,data_711,건강데이터,1940677,스마트워치
Mima,지하철공사,구매,20171022,data_386,위치데이터,1342961,레일플러스
Stella,고려대학교,출판,20161111,data_895,건강데이터,1375488,스마트워치
Erie,지하철공사,판매,20180607,data_661,위치데이터,1966478,레일플러스
Maud,국립중앙의료원,구매,20181228,data_677,의료데이터,1268147,스마트워치
Belle,한국과학기술정보연구원,출판,20180811,data_612,건강데이터,1072747,스마트워치
Hessie,국민건강보험공단,수정,20160514,data_974,위치데이터,1471520,캐시비
Osa,국립중앙의료원,출판,20160920,data_100,위치데이터,1045679,레일플러스
Onie,한국보건산업진흥원,구매,20180313,data_543,건강데이터,1719482,AI스피커
Georgia,안랩,구매,20170205,data_199,의료데이터,1057410,AI스피커
Effie,국민건강보험공단,구매,20180902,data_582,건강데이터,1334196,스마트워치
Amanda,정보통신산업진흥원,출판,20170905,data_175,음성데이터,1735715,스마트워치
Rella,지하철공사,구매,20180912,data_145,음성데이터,1311090,스마트워치
Tilda,NHN,판매,20180314,data_389,의료데이터,1549478,페이션트모니터
Claudine,한국연구재단,출판,20181110,data_475,의료데이터,1872937,스마트워치
Muriel,한국개발연구원,출판,20160629,data_847,음성데이터,1966036,스마트워치
Stella,지하철공사,수정,20170129,data_519,건강데이터,1437119,스마트워치
Ednah,고려대학교,판매,20160305,data_648,음성데이터,1359825,스마트워치
Laura,한국보건산업진흥원,구매,20170804,data_998,위치데이터,1406697,삼성페이
Maud,고려대학교,수정,20181119,data_496,의료데이터,1247601,페이션트모니터
Leo,고려대학교,수정,20170624,data_254,의료데이터,1968704,스마트워치
Minnie,삼성SDS,출판,20161025,data_956,음성데이터,1185400,스마트워치
Elizabeth,정보통신산업진흥원,출판,20160801,data_678,건강데이터,1159299,AI스피커
Addie,숙명여자대학교,출판,20180628,data_429,음성데이터,1904349,AI스피커
Ella,숙명여자대학교,판매,20180730,data_409,음성데이터,1926324,AI스피커
Viva,한국데이터진흥원,판매,20180910,data_479,위치데이터,1644525,캐시비
Caroline,NHN,수정,20180524,data_488,음성데이터,1209239,스마트워치
Fannie,국립중앙의료원,출판,20160529,data_570,음성데이터,1470464,스마트워치
Elizabeth,AWS,판매,20160127,data_942,위치데이터,1403984,캐시비
Claudine,지하철공사,판매,20170217,data_415,음성데이터,1624342,AI스피커
Alverta,SK텔레콤,수정,20161116,data_304,건강데이터,1161549,AI스피커
Liller,NHN,판매,20170507,data_908,의료데이터,1668135,AI스피커
Melva,고려대학교,수정,20160822,data_778,건강데이터,1921161,AI스피커
Mercedes,과학기술정책연구원,구매,20171231,data_126,의료데이터,1165852,AI스피커
Nonie,한국데이터진흥원,출판,20160826,data_424,위치데이터,1811373,레일플러스
Julia,SK텔레콤,판매,20171013,data_303,건강데이터,1290864,스마트워치
Muriel,한국인터넷진흥원,판매,20170430,data_634,의료데이터,1142325,스마트워치
Electa,삼성SDS,출판,20170504,data_101,의료데이터,1317643,페이션트모니터
Cherry,AWS,구매,20161228,data_267,음성데이터,1335850,AI스피커
Nancy,CJ올리브네트웍스,구매,20171002,data_600,건강데이터,1681762,AI스피커
Julia,국립중앙의료원,구매,20170414,data_173,음성데이터,1700431,스마트워치
Jane,삼성SDS,출판,20180214,data_840,의료데이터,1395767,AI스피커
Effie,국립중앙의료원,판매,20161117,data_629,위치데이터,1938460,레일플러스
Bama,과학기술정책연구원,구매,20180906,data_758,음성데이터,1975092,스마트워치
Agens,과학기술정책연구원,출판,20160418,data_172,건강데이터,1375240,AI스피커
Dinah,NHN,수정,20170524,data_818,건강데이터,1866589,스마트워치
Tilda,건강보험심사평가원,출판,20160407,data_863,의료데이터,1793868,스마트워치
Lillian,한국데이터진흥원,판매,20181206,data_548,건강데이터,1628767,스마트워치
