소유자,소유자소속,데이터,가격,데이터종류,수집장치,행동,날짜,행위자,행위자소속,데이터,가격,데이터종류,수집장치
민수림,한국철도기술연구원,data_320,1662104,교통데이터,구글홈미니,배포,20150611,임나연,한국과학기술정보연구원,,,,
한유리,한국주택금융공사,data_705,1622283,소셜데이터,애플페이,가공,20161218,,,data_270,1739549,의료데이터,스마트워치
이재림,한국과학기술연구원,data_025,1699062,성별데이터,KB국민카드,배포,20150502,박진우,CJ올리브네트웍스,,,,
백원빈,대한항공카고,data_130,1516613,성별데이터,갤럭시워치,배포,20160116,서가영,한국인터넷진흥원,,,,
한도민,한국석유공사,data_180,1085613,통화시간데이터,카카오페이,생성,20181215,,,,,,
황주원,BAYER,data_276,1414652,시간데이터,T머니,배포,20120114,김연경,안랩,,,,
민주연,국민연금공단,data_033,1433886,건강데이터,스마트워치,배포,20180212,이지효,상명대학교,,,,
임민아,한국산업은행,data_439,1693815,소셜데이터,구글홈미니,배포,20170411,정은비,한국인터넷진흥원,,,,
김세현,인텔,data_041,1141186,시간데이터,샤오미AI스피커,가공,20191003,,,data_191,1277488,건강데이터,스마트워치
박림아,CJ(주),data_538,1049616,교통데이터,네이버클로바,가공,20170318,,,data_512,1955062,의료데이터,스마트워치
배채빈,CJ대한통운,data_301,1851329,건강데이터,스마트글래스,변환,20120617,,,data_606,1949713,위치데이터,페이션트모니터
박태민,제주대학교,data_163,1459640,영상데이터,갤럭시홈미니,배포,20201102,이동혁,한국연구재단,,,,
강민나,넷플릭스,data_516,1615609,성별데이터,갤럭시워치,생성,20160916,,,,,,
서준영,도요타,data_934,1656519,날씨데이터,KB국민카드,배포,20171206,김성규,대한법률구조공단,,,,
김민정,한양대학교,data_458,1968604,나이데이터,KB국민카드,배포,20160729,김영주,안랩,,,,
김현주,CJ제일제당,data_385,1951885,의료데이터,네이버클로바,가공,20130605,,,data_151,1485561,음성데이터,AI스피커
한연호,건강심사평가원,data_624,1822506,시간데이터,레일플러스,생성,20131116,,,,,,
한재은,한화손해보험,data_942,1308286,성별데이터,스마트글래스,변환,20190813,,,data_537,1051130,의료데이터,스마트워치
이택연,교보생명,data_425,1683161,주거데이터,페이션트모니터,가공,20150507,,,data_500,1770259,음성데이터,레일플러스
권은수,사노피,data_761,1203469,문서데이터,구글홈미니,가공,20180219,,,data_710,1290864,음성데이터,AI스피커
김민연,3M,data_420,1128839,영상데이터,코어스마트밴드,가공,20150628,,,data_977,1299713,음성데이터,레일플러스
수명원,SK건설,data_037,1365934,속도데이터,페이션트모니터,변환,20160424,,,data_693,1614911,의료데이터,캐시비
이길형,대우건설,data_995,1622483,나이데이터,갤럭시워치,판매,20170916,최서연,한국데이터진흥원,,,,
장수림,KEB하나은행,data_221,1932325,의료데이터,카카오페이,생성,20180220,,,,,,
손효민,포스코건설,data_174,1863493,주거데이터,캐시비,판매,20201027,손채영,SK텔레콤,,,,
백민희,현대해상,data_893,1863360,체온데이터,구글홈미니,변환,20130809,,,data_730,1603735,음성데이터,레일플러스
민정지,한국감정원,data_116,1505193,속도데이터,삼성페이,생성,20170313,,,,,,
박재빈,KB손해보험,data_331,1266814,소득데이터,롯데카드,변환,20200714,,,data_303,1226225,건강데이터,스마트워치
한민수,신한은행,data_695,1600155,요일데이터,삼성페이,생성,20180918,,,,,,
조대훈,LG화학,data_908,1653802,통화시간데이터,삼성페이,생성,20180402,,,,,,
장희원,텐센트,data_411,1549195,위치데이터,신한카드,변환,20150523,,,data_717,1344522,건강데이터,삼성페이
정민솔,한국과학창의재단,data_568,1510265,건강데이터,삼성카드,생성,20180118,,,,,,
박다주,대구경북과학기술원,data_662,1133601,나이데이터,신한카드,가공,20200714,,,data_613,1032472,위치데이터,스마트워치
조태빈,기아차,data_849,1228951,위치데이터,애플워치,생성,20190623,,,,,,
류은림,KEB하나은행,data_613,1032472,위치데이터,스마트워치,가공,20181214,,,data_147,1171691,음성데이터,스마트워치
장은재,SK이노베이션,data_741,1654668,요일데이터,샤오미미밴드,생성,20130406,,,,,,
조송이,KEB하나은행,data_147,1171691,음성데이터,스마트워치,가공,20160601,,,data_418,1778394,건강데이터,AI스피커
김소원,한국농어촌공사,data_418,1778394,건강데이터,AI스피커,가공,20190908,,,data_836,1976624,의료데이터,레일플러스
장혜나,중앙대학교,data_178,1968891,문서데이터,애플페이,변환,20181031,,,data_442,1277909,건강데이터,페이션트모니터
최민정,한국마사회,data_652,1146005,이미지데이터,카카오페이,판매,20130303,남도일,한국개발연구원,,,,
장수윤,대한항공,data_388,1482535,나이데이터,애플워치,배포,20200421,차준호,안랩,,,,
한도림,건국대학교,data_319,1658623,속도데이터,KB국민카드,배포,20160316,유지애,안랩,,,,
김자정,한국농어촌공사,data_366,1560825,행동이력데이터,레일플러스,가공,20170804,,,data_872,1473852,음성데이터,스마트워치
조다희,고려대학교,data_100,1433206,문자데이터,네이버페이,변환,20180226,,,data_282,1068616,음성데이터,삼성페이
최윤후,로레알,data_438,1951581,날씨데이터,삼성카드,판매,20170706,이동혁,AWS,,,,
최지균,한전 KPS,data_100,1095921,요일데이터,캐시비,가공,20191004,,,data_604,1534683,건강데이터,페이션트모니터
한지이,로슈,data_872,1691533,날씨데이터,레일플러스,가공,20120410,,,data_951,1294778,의료데이터,스마트워치
민소미,SK가스,data_554,1305384,소득데이터,코어스마트밴드,가공,20161101,,,data_669,1426142,의료데이터,스마트워치
최현진,GILEADSCIENCE,data_628,1856859,성별데이터,LG페이,배포,20200525,권보미,한국연구재단,,,,
이연희,한화캐미칼,data_101,1194088,속도데이터,카카오페이,배포,20190421,김성규,한국데이터진흥원,,,,
장원희,현대자동차,data_402,1301060,위치데이터,코어스마트밴드,판매,20200816,유지애,고려대학교,,,,
최혜인,과학기술정책연구원,data_405,1621599,교통데이터,KB국민카드,가공,20120711,,,data_896,1803014,의료데이터,스마트워치
최현화,보잉,data_345,1996689,문자데이터,스마트워치,배포,20121206,백인호,건강보험심사평가원,,,,
한순진,머크,data_584,1055019,통화시간데이터,샤오미미밴드,배포,20181111,임찬민,한국연구재단,,,,
이영훈,서울대학교,data_166,1563039,속도데이터,KB국민카드,가공,20150610,,,data_379,1147211,음성데이터,스마트워치
장원지,SK(주),data_694,1553686,시청데이터,T머니,생성,20130914,,,,,,
정채오,나스퍼스,data_170,1002696,주거데이터,샤오미미밴드,생성,20160429,,,,,,
채수영,대구경북과학기술원,data_349,1936032,문자데이터,네이버클로바,생성,20160326,,,,,,
조예현,삼성SDI,data_674,1010324,날씨데이터,페이션트모니터,가공,20170211,,,data_622,1002359,의료데이터,AI스피커
서재원,KB손해보험,data_742,1421396,문자데이터,삼성카드,가공,20190606,,,data_142,1843272,건강데이터,스마트워치
강아림,한국법제연구원,data_445,1066269,의료데이터,T머니,변환,20130105,,,data_747,1449704,위치데이터,스마트워치
한혁현,기아차,data_160,1659612,요일데이터,캐시비,가공,20200520,,,data_343,1684336,건강데이터,스마트워치
이시혜,한국산림복지진흥원,data_087,1995669,성별데이터,스마트워치,생성,20200522,,,,,,
김은아,코리아익스프레스에어,data_925,1421365,소셜데이터,애플페이,변환,20190706,,,data_273,1450618,의료데이터,스마트워치
류지림,KEB하나은행,data_456,1938941,시청데이터,네이버클로바,배포,20181225,유시아,정보통신산업진흥원,,,,
조민솔,대우조선해양,data_954,1486432,영상데이터,애플페이,배포,20201020,민윤기,지하철공사,,,,
장원준,폭스바겐,data_956,1650889,요일데이터,구글홈미니,가공,20201027,,,data_584,1727825,의료데이터,AI스피커
최해림,현대위아,data_269,1646835,속도데이터,애플페이,가공,20120619,,,data_250,1090767,건강데이터,AI스피커
함유민,BHPBILLLITON,data_004,1125828,성별데이터,레일플러스,배포,20120317,박은태,안랩,,,,
장수영,주택금융공사,data_661,1204161,이미지데이터,갤럭시워치,배포,20120714,김민석,지하철공사,,,,
장정훈,월트디즈니,data_309,1354181,건강데이터,삼성카드,배포,20130314,김태형,대한법률구조공단,,,,
장민헌,허니웰,data_172,1632841,영상데이터,카카오페이,배포,20151213,박은태,CJ올리브네트웍스,,,,
장수원,건강심사평가원,data_096,1466610,위치데이터,레일플러스,배포,20151205,이지호,대한법률구조공단,,,,
서유솔,ABBOTT,data_832,1391331,영상데이터,카카오페이,가공,20120420,,,data_264,1852750,음성데이터,AI스피커
조다슬,고려대학교,data_267,1120639,통화시간데이터,구글홈미니,가공,20171104,,,data_458,1174972,위치데이터,AI스피커
최신면,나스닥,data_689,1136061,위치데이터,네이버페이,가공,20150520,,,data_403,1089476,위치데이터,캐시비
조환현,한국마사회,data_973,1243831,행동이력데이터,페이션트모니터,배포,20131226,김민규,NHN,,,,
김나민,포스코,data_749,1614583,건강데이터,T머니,판매,20200601,최민호,지하철공사,,,,
김미경,필립오리슨,data_684,1223324,음성데이터,캐시비,가공,20180704,,,data_315,1415626,건강데이터,AI스피커
림효림,소상공인시장진흥공단,data_017,1098550,이동거리데이터,LG페이,배포,20200409,박수영,CJ올리브네트웍스,,,,
류혜진,화이저,data_496,1032951,이동거리데이터,삼성카드,변환,20160616,,,data_151,1488813,음성데이터,페이션트모니터
조원빈,기술보증기금,data_391,1549028,이동거리데이터,레일플러스,변환,20190127,,,data_631,1862875,위치데이터,스마트워치
최정경,한국법제연구원,data_607,1009296,건강데이터,삼성카드,변환,20150106,,,data_929,1352303,의료데이터,AI스피커
이소민,서울대학교,data_554,1168986,날씨데이터,애플페이,생성,20160808,,,,,,
오승연,중소기업진흥공단,data_652,1282831,문서데이터,샤오미AI스피커,생성,20180703,,,,,,
박규영,LG디스플레이,data_254,1965636,음성데이터,AITHinkQ,배포,20120210,서주현,지하철공사,,,,
장선형,대한항공,data_559,1599826,성별데이터,스마트워치,생성,20130813,,,,,,
최미경,암젠,data_656,1341036,나이데이터,갤럭시홈미니,배포,20200803,권은택,한국과학기술정보연구원,,,,
최수림,알파벳,data_010,1928096,음성데이터,구글홈미니,가공,20171117,,,data_277,1293203,의료데이터,레일플러스
김나임,에어서울,data_288,1861392,주거데이터,스마트워치,배포,20120429,이재균,건강보험심사평가원,,,,
김대훈,NH농협생명,data_796,1654300,음성데이터,샤오미AI스피커,변환,20150410,,,data_612,1251264,음성데이터,스마트워치
조영규,전북대학교,data_853,1456669,소득데이터,캐시비,판매,20191020,백인호,삼성SDS,,,,
최소균,현대클로비스,data_017,1946356,위치데이터,갤럭시홈미니,판매,20170806,이지호,AWS,,,,
최연주,중국농업은행,data_547,1568926,요일데이터,페이션트모니터,생성,20170929,,,,,,
장지름,한국토지공사,data_559,1603430,소득데이터,신한카드,배포,20190923,이수현,고려대학교,,,,
추승미,지엔스,data_680,1591431,주거데이터,T머니,배포,20180928,하인성,SK텔레콤,,,,
최주현,코레일유통,data_874,1561024,음성데이터,샤오미미밴드,가공,20190726,,,data_328,1636801,위치데이터,AI스피커
차시루,우리은행,data_398,1652488,소득데이터,신한카드,배포,20201221,임찬민,NHN,,,,
최나현,인천국제공항공사,data_847,1501836,이동거리데이터,샤오미AI스피커,생성,20191125,,,,,,
한수연,아마존,data_770,1049363,의료데이터,애플페이,변환,20130808,,,data_418,1808324,의료데이터,삼성페이
최현우,위쳇,data_634,1652241,날씨데이터,애플워치,가공,20160821,,,data_958,1807321,음성데이터,스마트워치
최도우,오라클,data_428,1310942,나이데이터,네이버페이,배포,20180904,배유빈,NHN,,,,
박다운,한국언론진흥재단,data_694,1302826,나이데이터,코어스마트밴드,판매,20120609,김민규,상명대학교,,,,
최예지,한국승강기안전공단,data_442,1365622,주거데이터,코어스마트밴드,생성,20120107,,,,,,
박성규,삼성SDS,data_612,1669426,소득데이터,AITHinkQ,생성,20160429,,,,,,
황지선,신용보증기금,data_836,1685602,문서데이터,카카오페이,생성,20170609,,,,,,
조예아,한국가스공사,data_519,1965466,이동거리데이터,샤오미AI스피커,변환,20131013,,,data_879,1505725,위치데이터,스마트워치
양진주,AWS,data_095,1921161,이동거리데이터,애플워치,생성,20180720,,,,,,
차민아,대만거래소,data_246,1216662,성별데이터,T머니,변환,20130521,,,data_867,1109503,의료데이터,AI스피커
최수희,노보노디스크,data_786,1966505,소득데이터,샤오미미밴드,생성,20120115,,,,,,
한소민,AT&T,data_118,1050355,문서데이터,네이버페이,변환,20200123,,,data_710,1470256,건강데이터,AI스피커
한은현,동국대학교,data_730,1351531,날씨데이터,갤럭시홈미니,배포,20150704,김준면,대한법률구조공단,,,,
최예민,한국자산관리공사,data_451,1386662,시간데이터,레일플러스,배포,20160304,이진기,삼성SDS,,,,
조유림,롯데쇼핑,data_402,1284366,건강데이터,삼성페이,배포,20150825,서지수,고려대학교,,,,
강수나,국민건강보험공단,data_671,1009159,이미지데이터,샤오미미밴드,생성,20131125,,,,,,
한은서,한국전기안전공사,data_340,1061126,날씨데이터,애플워치,생성,20150126,,,,,,
하인성,지엔스,data_805,1830316,통화시간데이터,LG페이,배포,20160522,민윤기,NHN,,,,
최나윤,연세대학교,data_539,1181942,시간데이터,코어스마트밴드,가공,20130927,,,data_613,1694570,위치데이터,스마트워치
추원민,알리안츠,data_793,1383866,성별데이터,카카오페이,변환,20180507,,,data_810,1716488,음성데이터,AI스피커
박태윤,독일거래소,data_583,1655935,이동거리데이터,캐시비,가공,20130922,,,data_613,1108218,음성데이터,AI스피커
김경택,국민대학교,data_933,1395300,음성데이터,애플워치,배포,20170326,정예인,상명대학교,,,,
장민현,BAYER,data_105,1666150,성별데이터,신한카드,배포,20120131,강아영,한국데이터진흥원,,,,
장수윤,NH농협생명,data_820,1669450,날씨데이터,애플워치,배포,20130604,김다현,한국개발연구원,,,,
김예우,중국초상은행,data_976,1654682,문서데이터,갤럭시워치,배포,20130701,정예인,삼성SDS,,,,
박현우,현대차,data_052,1509606,행동이력데이터,갤럭시홈미니,가공,20180130,,,data_211,1493401,위치데이터,삼성페이
문연일,시스코,data_382,1983463,시간데이터,애플페이,가공,20120129,,,data_635,1001599,의료데이터,스마트워치
박성아,대만거래소,data_085,1635326,주거데이터,네이버페이,가공,20200621,,,data_581,1493774,건강데이터,레일플러스
박민애,한국해양과학기술원,data_445,1203166,나이데이터,LG페이,배포,20130717,유시아,한국과학기술정보연구원,,,,
조연우,CJ올리브네트웍스,data_717,1090524,소득데이터,LG페이,변환,20120104,,,data_934,1661655,건강데이터,AI스피커
최영주,에어부산,data_338,1464048,날씨데이터,삼성카드,생성,20160110,,,,,,
김민아,VISA,data_512,1511661,소셜데이터,갤럭시홈미니,가공,20160304,,,data_605,1091370,건강데이터,페이션트모니터
최휘우,메드트로닉,data_895,1694863,속도데이터,샤오미미밴드,변환,20120206,,,data_194,1663430,음성데이터,AI스피커
한가현,노보노디스크,data_932,1630511,주거데이터,샤오미미밴드,가공,20150107,,,data_912,1533275,음성데이터,스마트워치
장순진,한국투자공사,data_653,1831302,문서데이터,네이버클로바,생성,20190706,,,,,,
장명현,SK가스,data_034,1818664,속도데이터,LG페이,배포,20190507,최서연,한국보건산업진흥원,,,,
성현재,ICBC,data_121,1048223,나이데이터,레일플러스,생성,20180124,,,,,,
최혜린,캐세이퍼시픽,data_069,1338230,행동이력데이터,갤럭시워치,생성,20180114,,,,,,
조혜현,SK(주),data_460,1699594,체온데이터,LG페이,배포,20180719,차시루,한국인터넷진흥원,,,,
민다솔,이스타항공,data_515,1456581,시청데이터,갤럭시워치,판매,20150128,한진아,고려대학교,,,,
신세나,SK텔레콤,data_975,1066696,소득데이터,네이버클로바,변환,20120302,,,data_416,1975375,위치데이터,스마트워치
최연우,씨티그룹,data_655,1835105,소셜데이터,T머니,생성,20120814,,,,,,
최예휘,예금보험공사,data_231,1602980,속도데이터,스마트글래스,판매,20120308,박수영,SK텔레콤,,,,
한혁휘,경희대학교,data_758,1666145,소득데이터,KB국민카드,생성,20200430,,,,,,
장혁준,선박안전기술공단,data_707,1529214,위치데이터,신한카드,판매,20161217,송가인,SK텔레콤,,,,
조주현,서울교육대학교,data_607,1365525,요일데이터,페이션트모니터,변환,20120422,,,data_213,1265893,위치데이터,스마트워치
송가인,SK텔레콤,data_618,1243443,건강데이터,KB국민카드,가공,20150114,,,data_858,1496282,건강데이터,스마트워치
민휘기,현대위아,data_486,1625658,성별데이터,신한카드,배포,20121019,김채현,숙명여자대학교,,,,
원수민,한국국제교류재단,data_223,1316220,소셜데이터,스마트글래스,배포,20120826,서영호,한국개발연구원,,,,
한보아,국가핵융합연구소,data_213,1446369,건강데이터,캐시비,가공,20160226,,,data_323,1428212,음성데이터,스마트워치
남도림,독립기념관,data_921,1026169,주거데이터,샤오미미밴드,판매,20170910,김성규,삼성SDS,,,,
오주훈,한국자산관리공사,data_858,1496282,건강데이터,스마트워치,배포,20121026,강미나,한국연구재단,,,,
조다윤,CJ제일제당,data_229,1081925,소셜데이터,레일플러스,판매,20200722,김채현,상명대학교,,,,
박민아,대한항공,data_879,1814902,시간데이터,AITHinkQ,생성,20121128,,,,,,
박지연,코레일테크,data_995,1158608,소득데이터,갤럭시홈미니,생성,20170315,,,,,,
한수아,암젠,data_646,1916954,속도데이터,카카오페이,배포,20130723,박지민,한국보건산업진흥원,,,,
강미나,한국연구재단,data_893,1562010,성별데이터,샤오미AI스피커,가공,20200802,,,data_241,1202336,음성데이터,스마트워치
조주민,INDITEX,data_488,1828441,이미지데이터,스마트워치,배포,20181113,김소정,한국연구재단,,,,
조현민,포스코인터내셔널,data_227,1335850,속도데이터,스마트워치,생성,20120911,,,,,,
최미경,서울시립대학교,data_711,1406401,체온데이터,샤오미미밴드,배포,20201225,하재우,상명대학교,,,,
유효림,코레일테크,data_022,1382196,의료데이터,구글홈미니,배포,20200413,손채영,SK텔레콤,,,,
최현휘,대한항공,data_016,1618361,문자데이터,갤럭시워치,변환,20130916,,,data_412,1782923,의료데이터,삼성페이
한도민,HSBC,data_520,1000656,시간데이터,스마트글래스,가공,20200301,,,data_130,1710869,의료데이터,AI스피커
장예웅,한전KDN,data_619,1603256,속도데이터,삼성페이,배포,20130731,송가인,국립중앙의료원,,,,
권은택,뉴욕증권거래소,data_838,1629956,체온데이터,KB국민카드,변환,20120818,,,data_141,1542620,위치데이터,스마트워치
이시아,도로교통공단,data_139,1015024,의료데이터,레일플러스,가공,20160401,,,data_609,1798665,의료데이터,T머니
장채림,포스코건설,data_537,1853812,음성데이터,구글홈미니,생성,20170121,,,,,,
한미현,대림산업,data_649,1456664,시청데이터,AITHinkQ,배포,20171024,채수빈,삼성SDS,,,,
신재희,두산중공업,data_284,1130856,속도데이터,캐시비,생성,20201119,,,,,,
장유연,화웨이,data_881,1636045,위치데이터,스마트워치,배포,20120915,고은성,정보통신산업진흥원,,,,
조독자,정보통신산업진흥원,data_209,1416268,주거데이터,페이션트모니터,가공,20130329,,,data_383,1953590,의료데이터,스마트워치
박민연,독립기념관,data_026,1104965,음성데이터,롯데카드,가공,20130508,,,data_210,1754300,건강데이터,삼성페이
장하람,롯데쇼핑,data_844,1423649,나이데이터,LG페이,변환,20190104,,,data_314,1841973,의료데이터,페이션트모니터
최강자,알리안츠,data_752,1582131,주거데이터,네이버페이,변환,20171218,,,data_684,1473681,의료데이터,스마트워치
조미경,국민대학교,data_731,1252626,건강데이터,캐시비,판매,20180510,권은택,삼성SDS,,,,
권유정,한국수출입은행,data_297,1616660,문자데이터,LG페이,가공,20170629,,,data_723,1666544,음성데이터,스마트워치
조은진,지엔스,data_948,1191984,위치데이터,페이션트모니터,가공,20120630,,,data_796,1846077,음성데이터,스마트워치
우민원,한국수자원공사,data_671,1686001,문서데이터,애플워치,판매,20200321,김소정,한국개발연구원,,,,
강민희,버크셔헤더웨이,data_752,1395604,영상데이터,LG페이,변환,20150514,,,data_850,1136187,위치데이터,캐시비
김효현,도로교통공단,data_590,1605159,교통데이터,삼성카드,판매,20131201,이민형,국립중앙의료원,,,,
박영동,씨티그룹,data_705,1865031,문자데이터,T머니,가공,20180129,,,data_527,1683992,의료데이터,스마트워치
고세빈,CJ올리브네트웍스,data_254,1468160,문서데이터,KB국민카드,변환,20181006,,,data_864,1627687,의료데이터,AI스피커
한독지,루프트한자,data_181,1202986,이미지데이터,신한카드,가공,20120320,,,data_335,1946629,위치데이터,스마트워치
김성규,자산관리공사,data_810,1568135,날씨데이터,KB국민카드,판매,20150621,도경수,한국개발연구원,,,,
한다솔,맥도날드,data_751,1691346,요일데이터,레일플러스,생성,20170510,,,,,,
장은진,한국가스공사,data_256,1884628,통화시간데이터,네이버페이,가공,20120626,,,data_268,1869574,의료데이터,스마트워치
조다림,포스코인터내셔널,data_741,1289659,의료데이터,갤럭시홈미니,가공,20160331,,,data_881,1460423,의료데이터,스마트워치
한은웅,BAYER,data_309,1661509,체온데이터,AITHinkQ,생성,20170923,,,,,,
김림우,한양대학교,data_975,1508990,시청데이터,페이션트모니터,가공,20150807,,,data_505,1520128,건강데이터,T머니
정휘인,삼성물산,data_808,1362682,성별데이터,삼성카드,생성,20161227,,,,,,
이효림,건강보험심사평가원,data_094,1365966,위치데이터,스마트글래스,변환,20150824,,,data_502,1611780,음성데이터,스마트워치
양휘주,캐세이퍼시픽,data_346,1136253,의료데이터,네이버클로바,판매,20171018,김영주,CJ올리브네트웍스,,,,
김지영,로얄더치쉘,data_625,1554529,건강데이터,스마트글래스,변환,20120112,,,data_429,1835909,의료데이터,스마트워치
조지면,한국인터넷진흥원,data_720,1932388,성별데이터,AITHinkQ,생성,20170705,,,,,,
조태경,SK하이닉스,data_475,1026019,이미지데이터,카카오페이,배포,20120724,김연경,정보통신산업진흥원,,,,
윤영장,한화손해보험,data_853,1923104,영상데이터,스마트워치,배포,20130213,김현민,정보통신산업진흥원,,,,
고은수,한국고용정보원,data_021,1336514,문자데이터,LG페이,생성,20180803,,,,,,
이태림,SINOPEC,data_933,1621656,교통데이터,롯데카드,가공,20120527,,,data_246,1386412,의료데이터,스마트워치
신준희,KB국민은행,data_723,1654695,의료데이터,샤오미AI스피커,변환,20150110,,,data_420,1813500,건강데이터,레일플러스
최남운,NH투자증권,data_561,1040098,소득데이터,캐시비,가공,20130204,,,data_569,1554107,의료데이터,스마트워치
최장슬,지엔스,data_760,1941864,위치데이터,네이버클로바,생성,20130615,,,,,,
이연희,제주항공,data_457,1692211,의료데이터,네이버페이,변환,20150407,,,data_113,1446406,음성데이터,레일플러스
한연영,한국산림복지진흥원,data_911,1262101,요일데이터,신한카드,생성,20170729,,,,,,
한효재,한국산업은행,data_868,1601656,날씨데이터,삼성카드,판매,20170324,배유빈,NHN,,,,
권원수,P&G,data_290,1926638,문서데이터,갤럭시워치,가공,20131211,,,data_512,1214841,건강데이터,스마트워치
박나빈,한국수자원공사,data_576,1648950,이미지데이터,삼성페이,판매,20161022,강아영,삼성SDS,,,,
백현비,현대중공업,data_506,1619966,날씨데이터,레일플러스,판매,20170821,서지수,한국데이터진흥원,,,,
이시현,KB국민은행,data_990,1964612,교통데이터,갤럭시워치,변환,20171102,,,data_295,1230504,건강데이터,스마트워치
백지호,로얄더치쉘,data_439,1943962,영상데이터,스마트글래스,생성,20150423,,,,,,
김주빈,FEDEX,data_099,1498693,나이데이터,갤럭시워치,가공,20160112,,,data_935,1745799,의료데이터,스마트워치
최태빈,한국공항공사,data_130,1826866,음성데이터,스마트워치,변환,20160427,,,data_338,1832871,건강데이터,캐시비
민경아,SAP,data_672,1962050,통화시간데이터,네이버페이,판매,20170904,김현민,한국과학기술정보연구원,,,,
류지원,코레일테크,data_276,1326459,문자데이터,샤오미AI스피커,가공,20190425,,,data_815,1776494,위치데이터,스마트워치
빈수림,한국생산기술연구원,data_195,1830542,문자데이터,네이버클로바,배포,20130110,차시루,SK텔레콤,,,,
최해원,미래에셋대우,data_576,1956562,속도데이터,스마트글래스,배포,20160731,권보아,지하철공사,,,,
강소현,한화캐미칼,data_450,1531636,속도데이터,카카오페이,배포,20171211,신유나,대한법률구조공단,,,,
이빈형,한국관광공사,data_717,1453311,주거데이터,삼성페이,배포,20200619,이동혁,정보통신산업진흥원,,,,
백유립,(주)LS,data_014,1008859,음성데이터,스마트워치,변환,20170821,,,data_921,1517500,의료데이터,스마트워치
조영규,제주항공,data_540,1601963,체온데이터,삼성카드,배포,20120419,고은성,한국개발연구원,,,,
최주형,JPMorgan,data_602,1130558,교통데이터,샤오미AI스피커,변환,20160128,,,data_891,1339577,음성데이터,캐시비
유진혁,현대위아,data_628,1962390,의료데이터,T머니,가공,20181224,,,data_825,1229925,음성데이터,스마트워치
노지영,한국시설안전공단,data_820,1526883,요일데이터,스마트글래스,가공,20170412,,,data_750,1247987,건강데이터,삼성페이
이다혜,아마존,data_461,1836913,소셜데이터,신한카드,배포,20151228,최서연,AWS,,,,
최인욱,삼성전자,data_435,1584821,나이데이터,코어스마트밴드,생성,20161027,,,,,,
김경민,로레알,data_316,1686656,통화시간데이터,스마트워치,생성,20150705,,,,,,
박용진,암젠,data_706,1695299,날씨데이터,AITHinkQ,가공,20201018,,,data_157,1321436,의료데이터,AI스피커
이태연,코리아익스프레스에어,data_289,1028281,영상데이터,레일플러스,변환,20150114,,,data_512,1815286,위치데이터,캐시비
박지인,한국보건산업진흥원,data_794,1916290,음성데이터,갤럭시홈미니,배포,20170810,김민규,NHN,,,,
한한영,대림산업,data_782,1696286,소셜데이터,스마트글래스,판매,20170108,박지민,한국데이터진흥원,,,,
고대성,S-OIL,data_954,1625936,시간데이터,카카오페이,판매,20180823,곽은진,건강보험심사평가원,,,,
최다인,암젠,data_825,1198662,문자데이터,롯데카드,가공,20200129,,,data_122,1281389,위치데이터,T머니
장소빈,TSMC,data_214,1566065,건강데이터,네이버페이,생성,20180430,,,,,,
전태연,암베브,data_492,1186282,속도데이터,AITHinkQ,배포,20130626,이채연,AWS,,,,
김혜연,한국전력공사,data_763,1960620,소셜데이터,샤오미미밴드,생성,20170317,,,,,,
서재현,한국산림복지진흥원,data_705,1102986,이동거리데이터,갤럭시홈미니,배포,20130803,민윤기,상명대학교,,,,
한수정,고려대학교,data_297,1936930,체온데이터,애플워치,생성,20131203,,,,,,
백지형,경희대학교,data_832,1646230,날씨데이터,LG페이,배포,20170401,도경수,한국과학기술정보연구원,,,,
한서람,현대오일뱅크,data_779,1560684,영상데이터,네이버페이,생성,20150523,,,,,,
권민수,에미레이트항공,data_711,1685389,이동거리데이터,페이션트모니터,배포,20160202,신유나,한국과학기술정보연구원,,,,
김휘아,한국전기안전공사,data_777,1526280,시간데이터,구글홈미니,변환,20170711,,,data_693,1536779,의료데이터,AI스피커
민주연,서울교육대학교,data_547,1588896,음성데이터,스마트글래스,배포,20170917,김다현,지하철공사,,,,
박민규,중국공상은행,data_293,1926064,음성데이터,네이버클로바,판매,20120411,양유정,삼성SDS,,,,
김다주,건국대학교,data_187,1989963,체온데이터,샤오미AI스피커,배포,20130905,이진기,한국과학기술정보연구원,,,,
이승혜,인천국제공항공사,data_007,1668366,문자데이터,갤럭시워치,생성,20160714,,,,,,
최효민,한국농어촌공사,data_534,1612690,체온데이터,갤럭시홈미니,배포,20161222,오세훈,AWS,,,,
조수빈,JPMorgan,data_017,1241310,음성데이터,애플페이,생성,20201207,,,,,,
장도림,SK건설,data_017,1205636,통화시간데이터,카카오페이,판매,20180517,차시루,상명대학교,,,,
이다린,에어서울,data_367,1258661,통화시간데이터,카카오페이,가공,20170410,,,data_622,1833292,위치데이터,스마트워치
박수우,월마트,data_664,1060366,시청데이터,애플워치,배포,20160804,송가인,한국데이터진흥원,,,,
송찬인,캐나다왕립은행,data_136,1939555,주거데이터,네이버클로바,판매,20130902,배유빈,국립중앙의료원,,,,
박해인,ICBC,data_657,1635983,요일데이터,갤럭시워치,변환,20160805,,,data_129,1661220,음성데이터,페이션트모니터
한고린,중소기업진흥공단,data_907,1819241,요일데이터,신한카드,생성,20190605,,,,,,
