소유자,소유자소속,데이터,가격,데이터종류,수집장치,행동,날짜,행위자,행위자소속,데이터,가격,데이터종류,수집장치
권은택,AWS,data_434,1395712,위치데이터,레일플러스,판매,20170520,이지효,한국데이터진흥원,,,,
이태민,안랩,data_922,1828381,건강데이터,AI스피커,생성,20171203,,,,,,
백인호,AWS,data_328,1919699,위치데이터,삼성페이,변환,20180110,김이진,한국개발연구원,data_573,1940937,위치데이터,AI스피커
김칫국,국립중앙의료원,data_403,1011117,음성데이터,AI스피커,수정,20180619,하인성,삼성SDS,data_983,1862904,위치데이터,스마트워치
이지효,국민건강보험공단,data_641,1711685,음성데이터,AI스피커,수정,20171127,김칫국,SK텔레콤,data_141,1267500,위치데이터,스마트워치
이수현,정보통신산업진흥원,data_551,1476811,음성데이터,스마트워치,생성,20180821,,,,,,
배유빈,삼성SDS,data_605,1036223,위치데이터,T머니,전달,20170520,박은태,한국데이터진흥원,,,,
장보라,SK텔레콤,data_346,1833203,음성데이터,AI스피커,배포,20170520,김윤석,지하철공사,,,,
장보라,삼성SDS,data_496,1791773,위치데이터,레일플러스,전달,20170520,민경아,한국데이터진흥원,,,,
김민석,한국보건산업진흥원,data_563,1062538,음성데이터,스마트워치,가공,20181106,이재인,CJ올리브네트웍스,data_855,1852064,음성데이터,캐시비
김연경,국립중앙의료원,data_522,1255590,의료데이터,페이션트모니터,생성,20180109,,,,,,
최민호,NHN,data_227,1010753,의료데이터,스마트워치,수정,20161129,김태형,삼성SDS,data_809,1493509,위치데이터,스마트워치
김소정,국민건강보험공단,data_462,1507018,위치데이터,레일플러스,생성,20180602,,,,,,
김지우,숙명여자대학교,data_705,1104733,의료데이터,스마트워치,판매,20170520,서지수,한국과학기술정보연구원,,,,
정예인,한국보건산업진흥원,data_473,1689352,음성데이터,AI스피커,배포,20170520,배주현,한국보건산업진흥원,,,,
전소연,대한법률구조공단,data_169,1495037,음성데이터,스마트워치,가공,20160725,우진주,한국데이터진흥원,data_121,1330855,위치데이터,페이션트모니터
김성규,정보통신산업진흥원,data_234,1835461,건강데이터,AI스피커,가공,20180526,양유정,과학기술정책연구원,data_827,1095561,건강데이터,스마트워치
김연경,상명대학교,data_206,1224564,의료데이터,페이션트모니터,수정,20180322,윤정한,대한법률구조공단,data_571,1087725,음성데이터,레일플러스
이민형,고려대학교,data_869,1756396,음성데이터,스마트워치,전달,20170520,양유정,정보통신산업진흥원,,,,
이지효,고려대학교,data_509,1777876,음성데이터,스마트워치,수정,20161004,윤소호,국립중앙의료원,data_241,1550265,의료데이터,레일플러스
임나연,한국개발연구원,data_281,1748056,음성데이터,스마트워치,전달,20170520,정예인,국민건강보험공단,,,,
정은아,한국개발연구원,data_635,1410850,위치데이터,삼성페이,수정,20180612,정예인,상명대학교,data_629,1369320,위치데이터,AI스피커
신유나,AWS,data_790,1626966,음성데이터,AI스피커,변환,20170520,박지민,대한법률구조공단,data_411,1401433,위치데이터,스마트워치
김윤석,정보통신산업진흥원,data_153,1509707,음성데이터,AI스피커,생성,20160824,,,,,,
하재우,고려대학교,data_710,1132374,음성데이터,AI스피커,생성,20161031,,,,,,
서민지,AWS,data_606,1373429,의료데이터,AI스피커,판매,20170520,이치훈,삼성SDS,,,,
윤정한,국립중앙의료원,data_577,1014739,건강데이터,AI스피커,가공,20170407,유시아,지하철공사,data_839,1796957,의료데이터,캐시비
박지민,한국연구재단,data_975,1721668,건강데이터,스마트워치,생성,20161006,,,,,,
양유정,삼성SDS,data_933,1842777,음성데이터,AI스피커,생성,20170503,,,,,,
임찬민,한국연구재단,data_199,1332780,의료데이터,페이션트모니터,배포,20170520,김칫국,한국과학기술정보연구원,,,,
권은택,한국과학기술정보연구원,data_307,1038266,음성데이터,스마트워치,생성,20170719,,,,,,
도경수,한국인터넷진흥원,data_126,1941086,건강데이터,스마트워치,배포,20170520,김이진,삼성SDS,,,,
박지민,안랩,data_483,1362482,음성데이터,AI스피커,전달,20170520,정은아,정보통신산업진흥원,,,,
임소윤,삼성SDS,data_973,1040256,음성데이터,스마트워치,생성,20181230,,,,,,
차준호,국민건강보험공단,data_669,1968259,건강데이터,AI스피커,생성,20170831,,,,,,
송가인,한국개발연구원,data_448,1307748,의료데이터,페이션트모니터,가공,20170612,정다솔,AWS,data_496,1926395,음성데이터,스마트워치
김성규,대한법률구조공단,data_591,1596747,의료데이터,AI스피커,배포,20170520,황민현,한국개발연구원,,,,
이연희,한국개발연구원,data_787,1604737,위치데이터,T머니,배포,20170520,강민희,대한법률구조공단,,,,
고은성,한국개발연구원,data_816,1831251,위치데이터,캐시비,변환,20170520,안지영,숙명여자대학교,data_192,1730364,음성데이터,AI스피커
신유나,국민건강보험공단,data_995,1066263,건강데이터,AI스피커,가공,20180724,이연희,과학기술정책연구원,data_494,1103696,위치데이터,AI스피커
민경아,지하철공사,data_254,1700390,음성데이터,AI스피커,변환,20170520,이연희,과학기술정책연구원,data_338,1275186,음성데이터,T머니
김이진,삼성SDS,data_265,1753884,의료데이터,스마트워치,생성,20171014,,,,,,
김지우,AWS,data_585,1405337,음성데이터,스마트워치,가공,20161216,장보라,과학기술정책연구원,data_577,1121406,의료데이터,AI스피커
박은태,한국데이터진흥원,data_558,1856462,음성데이터,스마트워치,전달,20170520,이지혜,숙명여자대학교,,,,
김소정,건강보험심사평가원,data_882,1087745,위치데이터,캐시비,배포,20170520,정예인,대한법률구조공단,,,,
안소희,정보통신산업진흥원,data_215,1183090,의료데이터,페이션트모니터,배포,20170520,전소연,대한법률구조공단,,,,
양유정,CJ올리브네트웍스,data_945,1688257,의료데이터,페이션트모니터,변환,20170520,윤소호,한국개발연구원,data_104,1011151,음성데이터,AI스피커
이규형,NHN,data_705,1767300,위치데이터,레일플러스,생성,20161220,,,,,,
박지민,과학기술정책연구원,data_289,1366777,의료데이터,페이션트모니터,수정,20180910,민경아,상명대학교,data_982,1927615,의료데이터,AI스피커
이주연,건강보험심사평가원,data_430,1578135,의료데이터,AI스피커,생성,20170510,,,,,,
권보미,한국인터넷진흥원,data_253,1497661,의료데이터,페이션트모니터,변환,20170520,윤정한,NHN,data_632,1245407,위치데이터,레일플러스
이지혜,과학기술정책연구원,data_155,1210699,건강데이터,스마트워치,판매,20170520,권은택,안랩,,,,
권보미,대한법률구조공단,data_270,1687495,위치데이터,삼성페이,생성,20180407,,,,,,
정다솔,정보통신산업진흥원,data_770,1137934,음성데이터,AI스피커,가공,20160730,정다솔,숙명여자대학교,data_445,1347135,음성데이터,스마트워치
양유정,SK텔레콤,data_824,1483833,위치데이터,캐시비,전달,20170520,이지호,정보통신산업진흥원,,,,
이치훈,국립중앙의료원,data_661,1114672,건강데이터,스마트워치,배포,20170520,권은택,국민건강보험공단,,,,
김현민,한국과학기술정보연구원,data_678,1353814,건강데이터,AI스피커,변환,20170520,서지수,한국개발연구원,data_939,1813372,위치데이터,AI스피커
김현민,SK텔레콤,data_419,1744354,위치데이터,T머니,판매,20170520,백인호,한국데이터진흥원,,,,
양유정,한국보건산업진흥원,data_520,1583917,건강데이터,AI스피커,판매,20170520,이재균,안랩,,,,
서영호,CJ올리브네트웍스,data_427,1083346,음성데이터,AI스피커,전달,20170520,이민형,상명대학교,,,,
김소정,과학기술정책연구원,data_911,1775696,의료데이터,AI스피커,수정,20160225,유시아,상명대학교,data_819,1151818,의료데이터,T머니
정윤오,안랩,data_547,1904944,의료데이터,스마트워치,배포,20170520,안지영,건강보험심사평가원,,,,
김윤석,NHN,data_722,1841169,의료데이터,AI스피커,배포,20170520,이채연,국민건강보험공단,,,,
황민현,한국연구재단,data_101,1749310,의료데이터,스마트워치,배포,20170520,박지민,한국데이터진흥원,,,,
이연희,한국보건산업진흥원,data_643,1897295,건강데이터,스마트워치,전달,20170520,강민희,삼성SDS,,,,
임찬민,SK텔레콤,data_170,1816991,건강데이터,스마트워치,생성,20161120,,,,,,
하인성,AWS,data_311,1236711,의료데이터,페이션트모니터,생성,20180315,,,,,,
김이진,AWS,data_227,1540909,의료데이터,페이션트모니터,배포,20170520,유정연,삼성SDS,,,,
권보미,한국데이터진흥원,data_460,1265594,건강데이터,AI스피커,생성,20180818,,,,,,
백인호,한국과학기술정보연구원,data_863,1699741,건강데이터,AI스피커,배포,20170520,정윤오,NHN,,,,
정예인,한국과학기술정보연구원,data_916,1213863,위치데이터,삼성페이,판매,20170520,김연경,정보통신산업진흥원,,,,
이민형,국립중앙의료원,data_269,1084497,건강데이터,AI스피커,가공,20170423,양유정,한국인터넷진흥원,data_451,1660138,위치데이터,스마트워치
이규형,국립중앙의료원,data_329,1376585,위치데이터,T머니,가공,20180330,이재균,대한법률구조공단,data_103,1677886,음성데이터,페이션트모니터
김이진,지하철공사,data_486,1540342,건강데이터,스마트워치,변환,20180616,김태형,고려대학교,data_481,1481785,건강데이터,스마트워치
양유정,지하철공사,data_866,1851063,의료데이터,AI스피커,가공,20170915,김칫국,국립중앙의료원,data_139,1434206,위치데이터,AI스피커
문태일,한국데이터진흥원,data_378,1258155,위치데이터,레일플러스,전달,20170520,유시아,한국보건산업진흥원,,,,
이치훈,과학기술정책연구원,data_912,1855700,의료데이터,AI스피커,생성,20170423,,,,,,
권은택,지하철공사,data_818,1973502,위치데이터,레일플러스,생성,20160213,,,,,,
양유정,건강보험심사평가원,data_168,1639406,의료데이터,AI스피커,판매,20170520,양유정,CJ올리브네트웍스,,,,
정예인,NHN,data_817,1675707,건강데이터,AI스피커,배포,20170520,이지호,건강보험심사평가원,,,,
김영주,안랩,data_934,1130474,위치데이터,삼성페이,판매,20170520,이주연,고려대학교,,,,
양유정,숙명여자대학교,data_122,1534316,위치데이터,캐시비,변환,20161128,장보라,삼성SDS,data_889,1334352,위치데이터,레일플러스
임나연,숙명여자대학교,data_373,1786017,의료데이터,AI스피커,가공,20181129,최민호,정보통신산업진흥원,data_108,1964335,위치데이터,스마트워치
김이진,안랩,data_251,1421650,건강데이터,스마트워치,생성,20180325,,,,,,
서민지,한국개발연구원,data_899,1481554,의료데이터,AI스피커,변환,20180616,하인성,한국개발연구원,data_712,1656908,건강데이터,캐시비
김영주,AWS,data_728,1068115,위치데이터,캐시비,판매,20170520,이규형,SK텔레콤,,,,
이주연,한국연구재단,data_519,1755634,의료데이터,페이션트모니터,수정,20170605,이진기,한국인터넷진흥원,data_768,1711859,위치데이터,스마트워치
양유정,한국개발연구원,data_194,1302614,의료데이터,페이션트모니터,생성,20161121,,,,,,
정예인,삼성SDS,data_221,1484412,음성데이터,스마트워치,배포,20170520,임윤아,CJ올리브네트웍스,,,,
이규형,NHN,data_538,1501232,의료데이터,페이션트모니터,가공,20170610,이민형,한국개발연구원,data_719,1590227,음성데이터,AI스피커
민경아,대한법률구조공단,data_739,1443478,음성데이터,스마트워치,전달,20170520,김이진,한국과학기술정보연구원,,,,
유지애,상명대학교,data_894,1848372,위치데이터,T머니,전달,20170520,정다솔,지하철공사,,,,
이수현,CJ올리브네트웍스,data_324,1768856,위치데이터,레일플러스,전달,20170520,박은태,숙명여자대학교,,,,
배주현,CJ올리브네트웍스,data_708,1173693,의료데이터,스마트워치,생성,20170702,,,,,,
양유정,국립중앙의료원,data_175,1129418,음성데이터,스마트워치,가공,20170416,하인성,안랩,data_914,1182507,의료데이터,스마트워치
김이진,국립중앙의료원,data_986,1441755,건강데이터,스마트워치,전달,20170520,황민현,한국데이터진흥원,,,,
김현민,고려대학교,data_116,1686982,위치데이터,레일플러스,수정,20171101,유정연,한국인터넷진흥원,data_695,1005182,건강데이터,AI스피커
이채연,한국연구재단,data_878,1832398,음성데이터,스마트워치,판매,20170520,강한나,정보통신산업진흥원,,,,
안지영,삼성SDS,data_977,1876357,건강데이터,스마트워치,배포,20170520,양유정,SK텔레콤,,,,
김민석,과학기술정책연구원,data_584,1563590,음성데이터,AI스피커,배포,20170520,이치훈,상명대학교,,,,
이민형,대한법률구조공단,data_776,1783088,음성데이터,AI스피커,배포,20170520,유시아,한국과학기술정보연구원,,,,
이주연,한국과학기술정보연구원,data_792,1916129,건강데이터,AI스피커,판매,20170520,김칫국,NHN,,,,
박수영,과학기술정책연구원,data_366,1300632,음성데이터,AI스피커,생성,20171108,,,,,,
서지수,SK텔레콤,data_285,1150818,의료데이터,AI스피커,전달,20170520,권은택,삼성SDS,,,,
이재인,AWS,data_406,1992385,음성데이터,스마트워치,배포,20170520,이수현,CJ올리브네트웍스,,,,
김다현,정보통신산업진흥원,data_383,1881081,위치데이터,삼성페이,배포,20170520,장보라,한국연구재단,,,,
차시루,AWS,data_905,1208666,건강데이터,스마트워치,수정,20171206,김칫국,정보통신산업진흥원,data_203,1107588,음성데이터,페이션트모니터
김소정,지하철공사,data_553,1985460,의료데이터,페이션트모니터,생성,20160210,,,,,,
이재인,한국인터넷진흥원,data_133,1944344,건강데이터,스마트워치,생성,20160628,,,,,,
김이진,한국인터넷진흥원,data_514,1528208,건강데이터,스마트워치,수정,20170428,하재우,국민건강보험공단,data_251,1965763,음성데이터,T머니
박지민,고려대학교,data_420,1496235,건강데이터,AI스피커,변환,20180717,황민현,NHN,data_194,1796909,위치데이터,T머니
정다솔,SK텔레콤,data_385,1463621,의료데이터,페이션트모니터,생성,20161205,,,,,,
서민지,지하철공사,data_534,1015270,건강데이터,AI스피커,전달,20170520,권보미,한국인터넷진흥원,,,,
이재인,삼성SDS,data_915,1756330,위치데이터,레일플러스,배포,20170520,배유빈,SK텔레콤,,,,
이민형,한국보건산업진흥원,data_560,1884493,의료데이터,스마트워치,전달,20170520,양유정,한국과학기술정보연구원,,,,
정윤오,안랩,data_711,1940677,건강데이터,스마트워치,수정,20180725,이지효,한국개발연구원,data_773,1906110,위치데이터,삼성페이
임나연,지하철공사,data_198,1374471,위치데이터,삼성페이,수정,20180628,오세훈,고려대학교,data_761,1202995,의료데이터,캐시비
김이진,SK텔레콤,data_429,1665023,건강데이터,스마트워치,수정,20170704,김연경,건강보험심사평가원,data_531,1157597,위치데이터,스마트워치
정윤오,고려대학교,data_222,1611586,의료데이터,스마트워치,생성,20170405,,,,,,
전소연,숙명여자대학교,data_648,1376074,의료데이터,페이션트모니터,생성,20171231,,,,,,
양유정,NHN,data_474,1772384,의료데이터,스마트워치,전달,20170520,문태일,삼성SDS,,,,
장보라,한국보건산업진흥원,data_692,1728667,음성데이터,AI스피커,생성,20160816,,,,,,
임윤아,NHN,data_554,1215425,건강데이터,AI스피커,생성,20181025,,,,,,
오세훈,지하철공사,data_650,1121354,위치데이터,캐시비,생성,20181104,,,,,,
김민석,한국데이터진흥원,data_625,1228951,의료데이터,스마트워치,가공,20170723,오세훈,한국연구재단,data_592,1015335,음성데이터,캐시비
이연희,숙명여자대학교,data_114,1980577,의료데이터,AI스피커,수정,20171102,송가인,숙명여자대학교,data_286,1453338,의료데이터,스마트워치
이민형,대한법률구조공단,data_960,1520932,위치데이터,레일플러스,가공,20181105,김지우,한국연구재단,data_549,1035448,건강데이터,AI스피커
강한나,상명대학교,data_316,1031136,위치데이터,삼성페이,판매,20170520,이진기,정보통신산업진흥원,,,,
김칫국,한국연구재단,data_162,1023538,위치데이터,T머니,생성,20161122,,,,,,
서주현,정보통신산업진흥원,data_554,1700187,건강데이터,스마트워치,가공,20171015,정은비,한국과학기술정보연구원,data_922,1982603,의료데이터,스마트워치
정예인,한국과학기술정보연구원,data_178,1934905,건강데이터,AI스피커,판매,20170520,하인성,대한법률구조공단,,,,
하인성,한국데이터진흥원,data_791,1217719,음성데이터,AI스피커,가공,20160517,김이진,AWS,data_944,1784753,위치데이터,캐시비
서주현,CJ올리브네트웍스,data_489,1951581,음성데이터,스마트워치,생성,20160502,,,,,,
이채연,지하철공사,data_206,1774536,음성데이터,스마트워치,변환,20170520,서영호,한국보건산업진흥원,data_271,1353814,건강데이터,캐시비
정다솔,한국과학기술정보연구원,data_760,1316537,의료데이터,페이션트모니터,판매,20170520,배유빈,AWS,,,,
오세훈,정보통신산업진흥원,data_445,1794760,음성데이터,스마트워치,생성,20180730,,,,,,
서민지,AWS,data_688,1688080,위치데이터,레일플러스,가공,20171227,정예인,대한법률구조공단,data_169,1619821,의료데이터,스마트워치
윤소호,건강보험심사평가원,data_955,1743099,의료데이터,스마트워치,생성,20170226,,,,,,
장보라,NHN,data_874,1505193,위치데이터,레일플러스,판매,20170520,임윤아,NHN,,,,
김윤석,한국데이터진흥원,data_585,1656833,의료데이터,스마트워치,변환,20170520,유시아,한국개발연구원,data_459,1228371,위치데이터,삼성페이
안소희,숙명여자대학교,data_613,1938018,음성데이터,AI스피커,변환,20170520,김지우,SK텔레콤,data_158,1077283,음성데이터,레일플러스
박은태,한국연구재단,data_975,1428043,의료데이터,AI스피커,생성,20170705,,,,,,
양유정,건강보험심사평가원,data_957,1947365,건강데이터,스마트워치,가공,20160616,김연경,AWS,data_754,1690861,의료데이터,AI스피커
오세훈,AWS,data_867,1692171,위치데이터,레일플러스,배포,20170520,이수현,한국과학기술정보연구원,,,,
이지효,AWS,data_828,1208582,위치데이터,삼성페이,가공,20180207,이주연,국립중앙의료원,data_698,1972585,건강데이터,페이션트모니터
도경수,AWS,data_570,1213863,음성데이터,스마트워치,수정,20160726,박지민,숙명여자대학교,data_884,1131003,건강데이터,페이션트모니터
이연희,한국데이터진흥원,data_784,1993986,음성데이터,AI스피커,가공,20170414,박수영,SK텔레콤,data_755,1893613,위치데이터,스마트워치
차시루,국민건강보험공단,data_855,1409897,의료데이터,페이션트모니터,생성,20160531,,,,,,
최서연,한국보건산업진흥원,data_919,1848690,위치데이터,T머니,배포,20170520,차시루,한국연구재단,,,,
강한나,AWS,data_850,1601249,의료데이터,AI스피커,배포,20170520,이연희,상명대학교,,,,
이지호,한국데이터진흥원,data_110,1477862,의료데이터,스마트워치,수정,20170927,이규형,지하철공사,data_625,1876523,의료데이터,AI스피커
유정연,국민건강보험공단,data_303,1217598,의료데이터,AI스피커,생성,20170907,,,,,,
김연경,숙명여자대학교,data_326,1449275,의료데이터,스마트워치,수정,20161011,신유나,국민건강보험공단,data_842,1233828,건강데이터,스마트워치
서민지,NHN,data_577,1493754,건강데이터,AI스피커,생성,20170330,,,,,,
김이진,대한법률구조공단,data_537,1875742,의료데이터,페이션트모니터,배포,20170520,배주현,삼성SDS,,,,
서민지,CJ올리브네트웍스,data_133,1280755,건강데이터,스마트워치,판매,20170520,안지영,국립중앙의료원,,,,
박지민,한국개발연구원,data_481,1017227,음성데이터,스마트워치,변환,20170612,이동혁,정보통신산업진흥원,data_552,1683513,의료데이터,AI스피커
백인호,한국개발연구원,data_800,1937489,의료데이터,스마트워치,생성,20180123,,,,,,
이연희,한국과학기술정보연구원,data_963,1685924,위치데이터,레일플러스,가공,20160424,권보미,한국보건산업진흥원,data_542,1366137,건강데이터,스마트워치
곽은진,한국개발연구원,data_587,1178082,의료데이터,스마트워치,수정,20160808,이지호,대한법률구조공단,data_132,1682236,건강데이터,AI스피커
김이진,국립중앙의료원,data_628,1337514,음성데이터,스마트워치,가공,20180126,박은태,한국과학기술정보연구원,data_260,1514690,의료데이터,삼성페이
이채연,고려대학교,data_827,1132618,위치데이터,캐시비,변환,20170520,문태일,AWS,data_376,1210668,건강데이터,레일플러스
임나연,건강보험심사평가원,data_389,1910263,음성데이터,스마트워치,전달,20170520,서주현,국민건강보험공단,,,,
양유정,안랩,data_938,1984802,건강데이터,AI스피커,가공,20160914,신유나,CJ올리브네트웍스,data_489,1074730,건강데이터,AI스피커
백인호,국립중앙의료원,data_388,1045126,음성데이터,AI스피커,생성,20180527,,,,,,
차시루,대한법률구조공단,data_290,1781991,의료데이터,페이션트모니터,가공,20181028,임소윤,건강보험심사평가원,data_908,1422991,위치데이터,레일플러스
임찬민,한국인터넷진흥원,data_309,1789447,의료데이터,AI스피커,배포,20170520,장보라,과학기술정책연구원,,,,
유정연,정보통신산업진흥원,data_604,1548858,음성데이터,AI스피커,배포,20170520,박수영,삼성SDS,,,,
민경아,정보통신산업진흥원,data_240,1041784,음성데이터,스마트워치,생성,20180316,,,,,,
전소연,한국개발연구원,data_922,1066753,건강데이터,스마트워치,판매,20170520,전소연,한국데이터진흥원,,,,
김칫국,AWS,data_166,1810784,의료데이터,페이션트모니터,전달,20170520,서가영,건강보험심사평가원,,,,
김연경,한국연구재단,data_249,1592770,위치데이터,T머니,가공,20180530,임소윤,한국인터넷진흥원,data_306,1678010,위치데이터,스마트워치
임소윤,숙명여자대학교,data_531,1340186,의료데이터,AI스피커,수정,20170205,유정연,국민건강보험공단,data_442,1665023,건강데이터,스마트워치
윤소호,숙명여자대학교,data_798,1868496,음성데이터,AI스피커,변환,20170520,이태민,NHN,data_322,1019436,의료데이터,AI스피커
유정연,과학기술정책연구원,data_999,1158266,건강데이터,AI스피커,변환,20170520,이주연,한국과학기술정보연구원,data_664,1668448,건강데이터,스마트워치
정예인,상명대학교,data_550,1728384,음성데이터,스마트워치,판매,20170520,곽은진,한국데이터진흥원,,,,
양유정,상명대학교,data_392,1045791,위치데이터,T머니,생성,20171009,,,,,,
장보라,삼성SDS,data_733,1507673,위치데이터,삼성페이,수정,20170312,강미나,안랩,data_275,1909789,의료데이터,AI스피커
윤소호,한국데이터진흥원,data_896,1731330,의료데이터,스마트워치,판매,20170520,김이진,AWS,,,,
정은비,한국데이터진흥원,data_337,1540626,건강데이터,AI스피커,배포,20170520,우진주,정보통신산업진흥원,,,,
이동혁,한국연구재단,data_173,1151531,위치데이터,캐시비,생성,20161211,,,,,,
임윤아,CJ올리브네트웍스,data_638,1950673,의료데이터,페이션트모니터,생성,20181030,,,,,,
이진기,지하철공사,data_979,1841494,위치데이터,캐시비,판매,20170520,정다솔,한국연구재단,,,,
이태민,SK텔레콤,data_640,1831214,음성데이터,AI스피커,가공,20180602,김다현,고려대학교,data_142,1136253,의료데이터,캐시비
김현민,국립중앙의료원,data_100,1045679,위치데이터,레일플러스,변환,20170520,박수영,한국데이터진흥원,data_612,1674871,위치데이터,AI스피커
강민희,고려대학교,data_547,1830718,건강데이터,AI스피커,판매,20170520,이지효,대한법률구조공단,,,,
임나연,SK텔레콤,data_762,1164009,의료데이터,AI스피커,판매,20170520,김이진,SK텔레콤,,,,
전소연,한국연구재단,data_757,1762688,건강데이터,스마트워치,생성,20160607,,,,,,
권보미,NHN,data_824,1225415,음성데이터,스마트워치,판매,20170520,곽은진,한국보건산업진흥원,,,,
이지효,국민건강보험공단,data_814,1764164,음성데이터,스마트워치,수정,20180927,김다현,한국과학기술정보연구원,data_186,1688257,위치데이터,AI스피커
안소희,한국개발연구원,data_346,1328959,음성데이터,AI스피커,판매,20170520,강민희,지하철공사,,,,
임찬민,대한법률구조공단,data_279,1161124,의료데이터,AI스피커,전달,20170520,서민지,안랩,,,,
양유정,CJ올리브네트웍스,data_440,1501171,위치데이터,T머니,생성,20170803,,,,,,
박지민,한국데이터진흥원,data_499,1901603,위치데이터,레일플러스,전달,20170520,이지호,NHN,,,,
이연희,CJ올리브네트웍스,data_767,1475648,위치데이터,캐시비,수정,20181122,배주현,대한법률구조공단,data_157,1469712,위치데이터,스마트워치
이동혁,국립중앙의료원,data_664,1733945,건강데이터,스마트워치,배포,20170520,유정연,정보통신산업진흥원,,,,
유지애,숙명여자대학교,data_677,1589485,건강데이터,스마트워치,전달,20170520,김영주,대한법률구조공단,,,,
김성규,대한법률구조공단,data_987,1207137,건강데이터,AI스피커,변환,20170520,권보미,숙명여자대학교,data_625,1037319,음성데이터,AI스피커
양유정,한국연구재단,data_856,1060029,의료데이터,AI스피커,수정,20180331,양유정,NHN,data_966,1923647,건강데이터,스마트워치
김윤석,고려대학교,data_795,1027426,건강데이터,스마트워치,생성,20160416,,,,,,
이규형,CJ올리브네트웍스,data_766,1819287,의료데이터,페이션트모니터,수정,20171112,이지혜,지하철공사,data_548,1116630,건강데이터,T머니
윤정한,AWS,data_767,1838789,음성데이터,AI스피커,변환,20170721,하재우,국민건강보험공단,data_298,1612107,음성데이터,삼성페이
서주현,NHN,data_542,1877690,위치데이터,캐시비,수정,20181213,차준호,대한법률구조공단,data_101,1048619,건강데이터,스마트워치
박은태,AWS,data_552,1725382,의료데이터,AI스피커,판매,20170520,이진기,CJ올리브네트웍스,,,,
정은아,안랩,data_568,1308335,음성데이터,AI스피커,수정,20161213,이태민,한국데이터진흥원,data_916,1279303,건강데이터,레일플러스
김준면,국립중앙의료원,data_713,1292787,의료데이터,페이션트모니터,가공,20160418,배주현,AWS,data_676,1796635,건강데이터,AI스피커
김칫국,삼성SDS,data_106,1324209,위치데이터,캐시비,배포,20170520,강민희,한국인터넷진흥원,,,,
문태일,한국데이터진흥원,data_176,1717333,음성데이터,AI스피커,판매,20170520,이진기,한국개발연구원,,,,
정윤오,국립중앙의료원,data_329,1737045,의료데이터,스마트워치,가공,20181129,서민지,한국과학기술정보연구원,data_197,1301296,음성데이터,페이션트모니터
하인성,국민건강보험공단,data_171,1544697,건강데이터,AI스피커,수정,20161111,박수영,안랩,data_792,1020946,의료데이터,AI스피커
임나연,한국과학기술정보연구원,data_942,1571372,의료데이터,스마트워치,판매,20170520,신유나,NHN,,,,
이민형,숙명여자대학교,data_577,1505074,위치데이터,T머니,판매,20170520,송가인,과학기술정책연구원,,,,
유정연,대한법률구조공단,data_918,1129606,의료데이터,AI스피커,판매,20170520,오세훈,국립중앙의료원,,,,
최민호,CJ올리브네트웍스,data_478,1091032,의료데이터,스마트워치,판매,20170520,차시루,CJ올리브네트웍스,,,,
유정연,과학기술정책연구원,data_894,1919367,위치데이터,삼성페이,판매,20170520,양유정,숙명여자대학교,,,,
정윤오,과학기술정책연구원,data_837,1123021,의료데이터,페이션트모니터,전달,20170520,하인성,한국과학기술정보연구원,,,,
양유정,안랩,data_428,1471420,의료데이터,스마트워치,생성,20160129,,,,,,
양유정,한국연구재단,data_624,1206835,위치데이터,레일플러스,전달,20170520,박은태,CJ올리브네트웍스,,,,
김이진,한국개발연구원,data_107,1473861,위치데이터,T머니,가공,20180729,서민지,고려대학교,data_481,1317680,음성데이터,AI스피커
이동혁,한국인터넷진흥원,data_909,1836937,의료데이터,AI스피커,판매,20170520,유지애,한국개발연구원,,,,
이재인,AWS,data_489,1760061,위치데이터,레일플러스,변환,20170520,정은비,국민건강보험공단,data_225,1842777,음성데이터,레일플러스
박은태,한국연구재단,data_911,1614137,위치데이터,캐시비,변환,20171221,이연희,한국과학기술정보연구원,data_358,1520941,의료데이터,캐시비
최민호,한국인터넷진흥원,data_526,1133886,위치데이터,캐시비,생성,20180611,,,,,,
임찬민,CJ올리브네트웍스,data_974,1937891,건강데이터,스마트워치,수정,20180419,김이진,CJ올리브네트웍스,data_983,1615431,의료데이터,캐시비
이동혁,NHN,data_421,1592987,음성데이터,AI스피커,수정,20170305,배유빈,지하철공사,data_389,1800913,음성데이터,AI스피커
문태일,CJ올리브네트웍스,data_512,1218030,의료데이터,스마트워치,전달,20170520,황민현,안랩,,,,
김현민,안랩,data_278,1703721,위치데이터,레일플러스,생성,20170515,,,,,,
양유정,국립중앙의료원,data_310,1227953,의료데이터,페이션트모니터,생성,20170104,,,,,,
서지수,대한법률구조공단,data_763,1032439,의료데이터,스마트워치,전달,20170520,김이진,상명대학교,,,,
이진기,국립중앙의료원,data_267,1941310,음성데이터,AI스피커,생성,20181207,,,,,,
김현민,지하철공사,data_361,1821682,음성데이터,AI스피커,전달,20170520,서영호,고려대학교,,,,
양유정,CJ올리브네트웍스,data_993,1616969,의료데이터,스마트워치,생성,20160903,,,,,,
문태일,삼성SDS,data_101,1317643,의료데이터,페이션트모니터,변환,20170520,김현민,한국보건산업진흥원,data_411,1831507,건강데이터,AI스피커
박은태,국립중앙의료원,data_620,1529626,음성데이터,스마트워치,생성,20160104,,,,,,
